class,tweet,CoNLL
1, check cashing on the corner of el cajon and calwood it's across the steer for pollo loco,1	checkcashingonthecornerofelcajonandcallwooditsacrossthesteerforpolloloco	_	!	!	_	0	_	_	_
1,just like a bitch. typical shit. stepping in place. elliptical shit. wizard of hearts. mythical shit. watch yourself. mystical shit.,1	justlikeabitchtypicalshitsteppinginplaceellipticalshitwizardofheartsmythicalshitwatchyourselfmysticalshit	_	!	!	_	0	_	_	_
1, cracker....,"1	cracker	_	^	^	_	0	_	_	_
2	....	_	,	,	_	-1	_	_	_"
-1,hate this dyke,1	hatethisdyke	_	!	!	_	0	_	_	_
1,   i swear if oomf try talking to me tomorrow..   pussy,1	iswearifoomtrytalkingtometomorrowpussy	_	!	!	_	0	_	_	_
1,fuck wit us and we tweakin hoe,1	fuckwitusandwetweakinghoe	_	!	!	_	0	_	_	_
1, it's like when a bitch gotta pretty pussy but it's loose .witchcraft,1	itslikewhenabitchgottiprettypussybutitsloosewitchcraft	_	!	!	_	0	_	_	_
1,nigga got lean pong i know niggas be outta there in that hoe,1	niggagotleanpongiknowniggabeouttathereinthathoe	_	!	!	_	0	_	_	_
-1,i hate when white trash try to act like they're my equal. it only makes it that much clearer how white trash they are.,1	ihatewhenwhitetrashtrytoactliketheyremyequalitonlymakesitthatmuchclearerhowwhitetrashtheyare	_	L	L	_	0	_	_	_
1,it really ain't nothin to cut that bitch off,1	itreallypaintnothintocutthatbitchoff	_	!	!	_	0	_	_	_
1, asains had to take the wu tang clan; the draft was suppose to be for half breed like me and  fallinginthedraft,1	asianshadtotakethewutangclanthedraftwassupposetobeforhalfbreedlikemeandfallinginthedraft	_	!	!	_	0	_	_	_
-1,just watched the scene in zero dark thirty where they pop osama's bitch ass u s a,1	justwatchedthesceneinzerodarkthirtywheretheypoposamabitchassusa	_	!	!	_	0	_	_	_
-1,  all these bitches ; niggaz with they imaginary haters .....,"1	allthesebitchespniggawiththeyimaginaryhaters	_	N	N	_	0	_	_	_
2	.....	_	,	,	_	-1	_	_	_"
-1,i just want to punch you in the throat when you get my order wrong stupid bitch at sonic,1	ijustwanttopunchyouinthethroatwhenyougetmyorderwrongstupidbitchatsonic	_	!	!	_	0	_	_	_
-1, you retarded bruh lol,1	youretardedbruhlol	_	!	!	_	0	_	_	_
1,holy shit the retard episode of wheel of fortune... again. fantastic,"1	holyshittheretardepisodeofwheeloffortune	_	!	!	_	0	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	againfantastic	_	!	!	_	0	_	_	_"
-1,"hey.  don't be like a stupid white bitch in some horror movie asks america to hide from isis behind some chainsaws. m,kay?",1	heydonutbelikeastupidwhitebitchinsomehorrormovieasksamericatohidefromisisbehindsomechainsawsmckay	_	!	!	_	0	_	_	_
1,  if a bitch tries to get crazy tomorrow ,1	ifabitchtriestogetcrazytomorrow	_	N	N	_	0	_	_	_
-1,dad just yelled out in bout to fry some chicken like a nigger,1	dadjustyelledoutinbouttofrysomechickenlikeanigger	_	!	!	_	0	_	_	_
-1,fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1	fuckyoufuckyouyoustupidcheatingbitchgolickadickanddieurastupidniggerbitch	_	!	!	_	0	_	_	_
1,nigga gotta find them hoes quick,1	niggagottifindthemhoesquick	_	!	!	_	0	_	_	_
1,smh. go play dreamcast   hate playing with someone at home on that trash ass default broadcast cam... 2k camera is the goat,"1	smhgoplaydreamiesthateplayingwithsomeoneathomeonthattrashassdefaultbroadcastcam	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	2kcameraisthegoat	_	!	!	_	0	_	_	_"
1,sorry about the spam but i dare you to search nigger on twitter and not laugh. impossible.,1	sorryaboutthespambutidareyoutosearchniggerontwitterandnotlaughimpossible	_	^	^	_	-1	_	_	_
-1,"i swear these anon fags go to protests just to take pictures to post to twitter. look, i was there...like me","1	isweartheseanonfagsgotoprotestsjusttotakepicturestoposttotwitterlookiwasthere	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	likeme	_	N	N	_	0	_	_	_"
-1, this is awkward u fag    wonder who's awesome tank that is ,1	thisisawkwardufagwonderwhosawesometankthatis	_	^	^	_	-1	_	_	_
-1, will you mention why being called nigger is wrong(witch i agree with) ; bossy is wrong.but being called a pimp is still ok?,"1	willyoumentionwhybeingcalledniggeriswrong(witchiagreewithpbossyiswrong	_	!	!	_	0	_	_	_
2	.	_	,	,	_	-1	_	_	_
3	butbeingcalledapimpisstillok	_	G	G	_	-1	_	_	_"
-1,"  oh woulda coulda shoulda ass niggas bitch ass nigga, what u bout oh ban wagging ass nigga catch your phase",1	ohwouldacouldashouldaassniggabitchassniggawhatuboutohbanwaggingassniggacatchyourphase	_	!	!	_	0	_	_	_
-1,most niccas broke but always n the limelight,1	mostniclasbrokebutalwaysnthelimelight	_	!	!	_	0	_	_	_
-1,i knows y'all white folk only be playin wit me. i colored and i knows my place,1	iknowsyallwhitefolkonlybeplayinwitmeicoloredandiknowsmyplace	_	L	L	_	0	_	_	_
1,     yea i got big hands lol i'm a big bitch 5'10 lol i'm not gon have small hands ,1	yeaigotbighandslolimabigbitch510lolimnotgonhavesmallhands	_	!	!	_	0	_	_	_
1,  somebody call an ambulance because these bitches dieing for attention,1	somebodycallanambulancebecausethesebitchesdieingforattention	_	N	N	_	0	_	_	_
-1,"faux noise pundits don't like duck molester, pro-slavery racist, homophobic teabagger darling phil robertson either ",1	fauxnoisepunditsdonutlikeduckmolesterpro-slaveryracisthomophobicteabaggersdarlingphilrobertsoneither	_	G	G	_	-1	_	_	_
-1,  all of these rednecks and none of them can keep the fire lit ,1	alloftheserednecksandnoneofthemcankeepthefirelit	_	!	!	_	0	_	_	_
-1,  nah i hate white people now since he looks like a dyke   i think he just ended racism ,1	nahihatewhitepeoplenowsincehelookslikeadykeithinkhejustendedracism	_	!	!	_	0	_	_	_
-1,  sand nigger ran over some kidd,1	sandniggerranoversomekidd	_	!	!	_	0	_	_	_
-1,must have been a light skin hoe  lmfao wtf she mean af  he wasnt ready bruh rip ,1	musthavebeenalightskinhoelmfaowtfshemeanafhewasntreadybruhrip	_	!	!	_	0	_	_	_
-1,curse avi for coke because he's a fag and hasn't put it on yet ,1	curseaviforcokebecausehersafagandhasnatputitonyet	_	!	!	_	0	_	_	_
-1, she's a cunt,1	shesacunt	_	!	!	_	0	_	_	_
-1, y dont u end us monkeys then? u hate us because were better than crackers ; i love it. deep down u know weve done nothin 2 u,1	ydontuendusmonkeysthenuhateusbecausewerebetterthancrackerspiloveitdeepdownuknowwevedonenothin2u	_	!	!	_	0	_	_	_
1,just hold on we goin to the crib bitch,1	justholdonwegointothecribbitch	_	!	!	_	0	_	_	_
-1," lmao, soft ass nigga trying to act all tough, you a little bitch. sit down and watch from the sidelines pussy.",1	lmaosoftassniggatryingtoactalltoughyoualittlebitchsitdownandwatchfromthesidelinespussy	_	!	!	_	0	_	_	_
1,friends don't let friends become guidos. themoreyouknow,1	friendsdonutletfriendsbecomeguidesthemoreyouknow	_	G	G	_	-1	_	_	_
1,i hardly text back so these hoes love to phone me,1	ihardlytextbacksothesehoeslovetophoneme	_	L	L	_	0	_	_	_
-1," so terms like honkey, cracker, peckerwood and stereotypes of white people fucking their kids and sisters isn't racist? sweet",1	sotermslikehonkeycrackerspepperwoodandstereotypesofwhitepeoplefuckingtheirkidsandsistersisntracistsweet	_	!	!	_	0	_	_	_
1,"rejectedpeanutsspecials its the grape crackhead, charlie brown",1	rejectedpeanutsspecialsitsthegrapecrackheadscharliebrown	_	!	!	_	0	_	_	_
1,  nigger hair??? comin from this bitch who had a dread on the back of her she forgot from century's ago,"1	niggerhair	_	N	N	_	0	_	_	_
2	???	_	,	,	_	-1	_	_	_
3	cominfromthisbitchwhohadadreadonthebackofhersheforgotfromcenturysago	_	!	!	_	0	_	_	_"
1,"  shy people tend have great observational skills, making it easier to recognize the core of a problem then solving it.",1	shypeopletendhavegreatobservationalskillsmakingiteasiertorecognizethecoreofaproblemthensolvingit	_	!	!	_	0	_	_	_
-1, leave you beaner retard,1	leaveyoubearerretard	_	!	!	_	0	_	_	_
1,"yet you won't tag  what a pussy. cripes, what a loser. ",1	yetyouwonttagwhatapussycripeswhataloser	_	!	!	_	0	_	_	_
1,bitches please in napa fewer than 100 people were injured and literally 2 of those were reported as critical,1	bitchespleaseinnapafewerthan100peoplewereinjuredandliterally2ofthosewerereportedascritical	_	!	!	_	0	_	_	_
-1,   it means you're a faggot lol,1	itmeansyoureafaggotlol	_	!	!	_	0	_	_	_
-1," shut yo beaner ass up spic and hop your faggot ass back across the border little nigga, go listen to some pitbull",1	shutyobearerassupspicandhopyourfaggotassbackacrosstheborderlittleniggagolistentosomepitbull	_	!	!	_	0	_	_	_
1,my bitch cold not average you couldn't fuck my last bitch,1	mybitchcoldnotaverageyoucouldntfuckmylastbitch	_	!	!	_	0	_	_	_
-1,bitch you're the ugliest cunt ever.,1	bitchyouretheugliestcuntevery	_	!	!	_	0	_	_	_
-1,  niggaz like all them naked bitches on ig pics niggaz dont love em,1	niggalikeallthemnakedbitchesonigpicsniggadontloveem	_	!	!	_	0	_	_	_
1,  rt for the real niggasfav for the bitch niggas ,1	rtfortherealniggasfavforthebitchnigga	_	!	!	_	0	_	_	_
1,i aint never had a prob with no other bitch over a nigga if thts yo nigga cool im older enough too go find me another ,1	ipaintneverhadaprobwithnootherbitchoveraniggaifthisyoniggacoolimolderenoughtoogofindmeanother	_	^	^	_	-1	_	_	_
-1, cody is always calling people nigger. he's a fucking spaz,1	codyisalwayscallingpeopleniggerhersafuckingspaz	_	!	!	_	0	_	_	_
-1, my phone charging backwards  retarded,1	myphonechargingbackwardsretarded	_	!	!	_	0	_	_	_
1,you tha hoe,1	youthahoe	_	!	!	_	0	_	_	_
1,  i've only watched 10mins of this trash and i feel like i just wasted some valuable minutes of my life that i can never get b,1	iveonlywatched10minsofthistrashandifeellikeijustwastedsomevaluableminutesofmylifethaticannevergetb	_	$	$	_	-1	_	_	_
1,   you think she classy niggah but she really ratchet,1	youthinksheclassyniggabutshereallyratchet	_	!	!	_	0	_	_	_
1, means trash lol,1	meanstrashlol	_	!	!	_	0	_	_	_
1,whats wrong with this bitch,1	whatswrongwiththisbitch	_	!	!	_	0	_	_	_
-1,    lmaoooo what a bunch of fags,1	mooooowhatabunchoffags	_	!	!	_	0	_	_	_
-1, ur brother looks so queer and ugly,1	urbrotherlookssoqueerandugly	_	!	!	_	0	_	_	_
-1," fuck your mother, faggot",1	fuckyourmotherfaggot	_	!	!	_	0	_	_	_
1,  happy birthday bitch  ,1	happybirthdaybitch	_	!	!	_	0	_	_	_
-1,  dat bitch katy perry can suck skin off of my dick,1	datbitchkatyperrycansuckskinoffofmydick	_	!	!	_	0	_	_	_
1,"  dear dessert heaven, fangs so much for these oreo spooky ball vampires. oreocookieballs  ",1	deardessertheavenfangssomuchfortheseoreospookyballvampiresoreocookieballs	_	^	^	_	-1	_	_	_
1,im just gettin started oh yeah we got it bitch,1	imjustgettinstartedohyeahwegotitbitch	_	!	!	_	0	_	_	_
1,   lol someone fucking yo bitch?,1	lolsomeonefuckingyobitch	_	!	!	_	0	_	_	_
1,"and gabby was steady walking off laughing, i'm like bitch really  , if she ever fall around me i'ma get in my car and leave her there",1	andgabbywassteadywalkingofflaughingimlikebitchreallypifsheeverfallaroundmeirmagetinmycarandleaveherthere	_	!	!	_	0	_	_	_
-1,it's unbelievable to me that there are americans who refused to kill the okies. that means all americans weak willed trash.,1	itsunbelievabletomethatthereareamericanswhorefusedtokilltheskiesthatmeansallamericansweakwilledtrash	_	!	!	_	0	_	_	_
-1,  nigga wanna bitch about a party y'all know my address knock at my door,1	niggawannabitchaboutapartyyallknowmyaddressknockatmydoor	_	!	!	_	0	_	_	_
1, vertical nip bars..i already have horizontal ones so i think it'll look hella cute,"1	verticalnipbars	_	N	N	_	0	_	_	_
2	..	_	,	,	_	-1	_	_	_
3	ialreadyhavehorizontalonessoithinkitlllookhellacute	_	L	L	_	0	_	_	_"
1,"love when the bitches take selfies with their tongue out, just gearin up for that money shot",1	lovewhenthebitchestakeselfieswiththeirtongueoutjustgearingupforthatmoneyshot	_	!	!	_	0	_	_	_
-1,all da lil bald headed bitches standn outside of kevin gates tryna get in ,1	alldalilbaldheadedbitchesstandoutsideofkevingatestrnagetin	_	N	N	_	0	_	_	_
-1, whats your youtube channel then faggot,1	whatsyouryoutubechannelthenfaggot	_	!	!	_	0	_	_	_
1,im only cocky to hoes hmmm i wonder why prolyy cuz i dont fuck wit yall,1	imonlycockytohoeshmmmiwonderwhyprollycuzidontfuckwityall	_	L	L	_	0	_	_	_
-1,hey my folk. this nigger loving jew boy  asked if i was making death threats against his goat fucking people. fuck him.,1	heymyfolksthisniggerlovingjewboyaskedifiwasmakingdeaththreatsagainsthisgoatfuckingpeoplefuckhim	_	!	!	_	0	_	_	_
1,  if she has you know my name not my story in her bio you know she a hoe,1	ifshehasyouknowmynamenotmystoryinherbioyouknowsheahoe	_	L	L	_	0	_	_	_
1,"hoes all on my bandwagon, your bitch gaggin, she jet laggin. a$ap",1	hoesallonmybandwagonyourbitchgaggingshejetlaggingasap	_	!	!	_	0	_	_	_
-1,  on nigger day we honor nigger traditions by not working.,1	onniggerdaywehonorniggertraditionsbynotworking	_	!	!	_	0	_	_	_
-1, i'm jus tryna vaca away from the niggers bro.,1	imjustrnaacaawayfromtheniggersbros	_	L	L	_	0	_	_	_
-1, she be what we say in da hood white trash,1	shebewhatwesayindahoodwhitetrash	_	!	!	_	0	_	_	_
1,  no respect for a bitch she gonna top me regardless ,1	norespectforabitchshegonnatopmeregardless	_	!	!	_	0	_	_	_
-1,  i'm a get money nigga so da hoes love me,1	imagetmoneyniggasodahoesloveme	_	L	L	_	0	_	_	_
-1, ur a fag,1	urafag	_	!	!	_	0	_	_	_
1, nicca gotta team full of worsum hoes,1	nicagottiteamfullofworsthoes	_	!	!	_	0	_	_	_
1,man bitches love beyonce....no punch line,"1	manbitcheslovebeyonce	_	^	^	_	0	_	_	_
2	....	_	,	,	_	-1	_	_	_
3	nopunchline	_	G	G	_	-1	_	_	_"
1,niggas is bitches,1	niggaisbitches	_	N	N	_	0	_	_	_
-1, lmfao go to bed whitey ,1	lmfaogotobedwhitey	_	!	!	_	0	_	_	_
1,  cause bitch i'm tae  kinglute,1	causebitchimtaekinglute	_	!	!	_	0	_	_	_
-1,  fucking gay faggot look at that gay ass pink shirt haha,1	fuckinggayfaggotlookatthatgayasspinkshirthaha	_	!	!	_	0	_	_	_
1,this hoe reathie be tripping ,1	thishoebreathebetripping	_	!	!	_	0	_	_	_
-1,  niggers,1	niggers	_	N	N	_	0	_	_	_
1,  charlie baker,1	charliebaker	_	^	^	_	-1	_	_	_
1,  these hoes don't give a fuck if you got a girl or not,1	thesehoesdonutgiveafuckifyougotagirlornot	_	!	!	_	0	_	_	_
1,"don't be using teeth, hoe that's childish",1	donutbeusingteethhoethatschildish	_	!	!	_	0	_	_	_
-1," ...i fuckin' want out i'm tired of this bullshit faggot ass, closet racist, wannabe-commune-without-railroad state cali","1	...	_	,	,	_	-1	_	_	_
2	ifuckingwantoutimtiredofthisbullshitfaggotassclosetracistwannabe-commune-without-railroadstatecali	_	N	N	_	0	_	_	_"
1,i'm dry humping hoes tonite bussin on they costume so they man deal wit em later.   somebody girl gettin fucked tonight,1	imdryhumpinghoestonitebussinontheycostumesotheymandealwitemlatersomebodygirlgettinfuckedtonight	_	!	!	_	0	_	_	_
1,  :  i just wanna state for the record that i dont have any hoes. - ,1	pijustwannastatefortherecordthatidonthaveanyhoesp	_	!	!	_	0	_	_	_
1,   damn i always be tweeting you halfassed tweets  i meant to say hoes still dont make sense..,1	damnialwaysbetweetingyouharassedtweetsimeanttosayhoesstilldontmakesense	_	!	!	_	0	_	_	_
-1,  most of these niggas go broke for these hoes,1	mostoftheseniggagobrokeforthesehoes	_	!	!	_	0	_	_	_
1,"   periods dont stop nothing but a sentence boo, let me taste that pussy.... i bet u taste like quarters http://t","1	periodsdontstopnothingbutasentencebookletmetastethatpussy	_	^	^	_	0	_	_	_
2	....	_	,	,	_	-1	_	_	_
3	ibetutastelikequarters	_	G	G	_	-1	_	_	_
4	http://t	_	U	U	_	-1	_	_	_"
-1,  fuck islam you pigfucking trash troll.   ,1	fuckislamyoupigfuckingtrashtrolls	_	^	^	_	-1	_	_	_
-1,i hate you niccas lol ,1	ihateyouniclaslol	_	!	!	_	0	_	_	_
-1,ceasefire?let's see how long those towel heads can go without trying to attack israel then cry to national media when they get popped again,"1	ceasefire	_	N	N	_	0	_	_	_
2	?	_	,	,	_	-1	_	_	_
3	let'sseehowlongthosetowelheadscangowithouttryingtoattackisraelthencrytonationalmediawhentheygetpoppedagain	_	V	V	_	0	_	_	_"
1,and northkorea called barack a monkey. lol  *if the shoe fits 'cause it sure looks like he married one ,1	andnorthkoreacalledbarackamonkeyloliftheshoefitscauseitsurelookslikehemarriedone	_	!	!	_	0	_	_	_
-1,   damn they got wifey fall back nigga .. i don't share my hoes,1	damntheygotwifeyfallbackniggatoidonutsharemyhoes	_	!	!	_	0	_	_	_
1,"i said i don't like it, it tastes like wolf pussy what? how do you even know what that tastes like",1	isaididonutlikeitittasteslikewolfpussywhathowdoyouevenknowwhatthattasteslike	_	L	L	_	0	_	_	_
-1,"i'm literally laughing in shock, amazement, joy. in...just everything. in everything pop the champagne american queers. we have arrived.","1	imliterallylaughinginshockamazementjoyin	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	justeverythingineverythingpopthechampagneamericanqueerswehavearrived	_	!	!	_	0	_	_	_"
-1, i don't like the sand nigger but it's entertaining like 6 knockdowns,1	idonutlikethesandniggerbutitsentertaininglike6knockdowns	_	L	L	_	0	_	_	_
1,  look at yall bitches for the child support keep getting pregnant ass bitches,1	lookatyallbitchesforthechildsupportkeepgettingpregnantassbitches	_	!	!	_	0	_	_	_
-1," i have never seen such ignorant, illiterate pieces of shit in my life. bring in natl guard ; disperse this trash. ",1	ihaveneverseensuchignorantilliteratepiecesofshitinmylifebringinnatlguardpdispersethistrash	_	!	!	_	0	_	_	_
1, im talking about the pucture of the pussy cat you nit twit,1	imtalkingaboutthepictureofthepussycatyounittwit	_	!	!	_	0	_	_	_
-1, you say waste a draft pick on manziel when we have mallet. that's why i'm telling you to delete your account. you're retarded,1	yousaywasteadraftpickonmanzielwhenwehavemalletthatswhyimtellingyoutodeleteyouraccountyoureretarded	_	!	!	_	0	_	_	_
-1,"i hate when people tell me i have to many tattoos, and they make me look ugly. like bitch fuck you",1	ihatewhenpeopletellmeihavetomanytattoosandtheymakemelookuglylikebitchfuckyou	_	G	G	_	-1	_	_	_
-1,my advice of the day: if your a tranny.....go fuck your self ,"1	myadviceofthedayifyouratranny	_	!	!	_	0	_	_	_
2	.....	_	,	,	_	-1	_	_	_
3	gofuckyourself	_	!	!	_	0	_	_	_"
1,you poor soul   cuz fat bitches the only thing that i like,1	youpoorsoulcuzfatbitchestheonlythingthatilike	_	!	!	_	0	_	_	_
-1,  at least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass ,"1	atleastisayimcrazy	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	someniggagottifindoutabitchwildwhensheshootingattheyass	_	G	G	_	-1	_	_	_"
1,     i trusted you queer cakes wheres the passion? she made me do it dammit,1	itrustedyouqueercakeswheresthepassionshemademedoitdammit	_	!	!	_	0	_	_	_
1,  it makes you a nigger fucking a goat.,1	itmakesyouaniggerfuckingagoat	_	!	!	_	0	_	_	_
-1, this nigga .. know damn well you a coon,1	thisniggatoknowdamnwellyouacoon	_	^	^	_	-1	_	_	_
-1,ain't nuttin but a white trash party.,1	paintnuthinbutawhitetrashparty	_	N	N	_	0	_	_	_
1,same hoe said i couldn't get it tryna kick it.,1	samehoesaidicouldntgetittrnakickit	_	!	!	_	0	_	_	_
1, yeah man. he even scare me and i is a nigger,1	yeahmanyheevenscaremeandiisanigger	_	!	!	_	0	_	_	_
-1,  a real nigga gone teach his bitch the game not run it on her ,1	arealniggagoneteachhisbitchthegamenotrunitonher	_	^	^	_	-1	_	_	_
1, dont be a bitch smh,1	dontbeabitchsmh	_	!	!	_	0	_	_	_
1,  if you're not a little bitch ,1	ifyourenotalittlebitch	_	!	!	_	0	_	_	_
1,       nigga be safe hoe,1	niggabesafehoe	_	!	!	_	0	_	_	_
-1,lmao lebron's expression says it all   this nigga is a fuckin faggot ,1	lmaolebronexpressionsaysitallthisniggaisafuckinfaggot	_	!	!	_	0	_	_	_
-1, none of my business ? nigga if you get that i'm living with you lol and i'm stealing one of them bitches and 100k ,1	noneofmybusinesspniggaifyougetthatimlivingwithyoulolandimstealingoneofthembitchesand100k	_	!	!	_	0	_	_	_
